family,wnid,pred_wnid,in_group,n,true_name,pred_name,n_total_wrong,pct_of_class_errors
ViT,n04200800,n03793489,False,1,shoe_shop,mouse,1096,0.1
ViT,n04200800,n03796401,False,1,shoe_shop,moving_van,1096,0.1
ViT,n04200800,n03814639,False,1,shoe_shop,neck_brace,1096,0.1
CNN,n03742115,n06785654,False,1,medicine_chest,crossword_puzzle,1884,0.1
CNN,n03742115,n07584110,False,1,medicine_chest,consomme,1884,0.1
CNN,n03742115,n07697537,False,1,medicine_chest,hotdog,1884,0.1
CNN,n03742115,n07802026,False,1,medicine_chest,hay,1884,0.1
CNN,n03742115,n09229709,False,1,medicine_chest,bubble,1884,0.1
ViT,n04200800,n03594734,False,1,shoe_shop,jean,1096,0.1
ViT,n04200800,n03594945,False,1,shoe_shop,jeep,1096,0.1
ViT,n04200800,n03720891,False,1,shoe_shop,maraca,1096,0.1
ViT,n04200800,n03764736,False,1,shoe_shop,milk_can,1096,0.1
ViT,n04200800,n03775071,False,1,shoe_shop,mitten,1096,0.1
ViT,n04200800,n03777754,False,1,shoe_shop,modem,1096,0.1
ViT,n04200800,n03792782,False,1,shoe_shop,mountain_bike,1096,0.1
ViT,n04200800,n03792972,True,1,shoe_shop,mountain_tent,1096,0.1
CNN,n03770439,n02088364,False,1,miniskirt,beagle,1858,0.1
CNN,n03770439,n02088466,False,1,miniskirt,bloodhound,1858,0.1
CNN,n03770439,n02089973,False,1,miniskirt,English_foxhound,1858,0.1
CNN,n03770439,n02090721,False,1,miniskirt,Irish_wolfhound,1858,0.1
CNN,n03770439,n02091134,False,1,miniskirt,whippet,1858,0.1
CNN,n03770439,n02091635,False,1,miniskirt,otterhound,1858,0.1
CNN,n03770439,n02093859,False,1,miniskirt,Kerry_blue_terrier,1858,0.1
CNN,n03770439,n02093991,False,1,miniskirt,Irish_terrier,1858,0.1
ViT,n04200800,n04070727,False,1,shoe_shop,refrigerator,1096,0.1
CNN,n03742115,n04153751,False,1,medicine_chest,screw,1884,0.1
CNN,n03742115,n04204238,False,1,medicine_chest,shopping_basket,1884,0.1
CNN,n03742115,n04238763,False,1,medicine_chest,slide_rule,1884,0.1
CNN,n03742115,n04254680,False,1,medicine_chest,soccer_ball,1884,0.1
CNN,n03742115,n04265275,False,1,medicine_chest,space_heater,1884,0.1
CNN,n03742115,n04275548,False,1,medicine_chest,spider_web,1884,0.1
CNN,n03742115,n04330267,False,1,medicine_chest,stove,1884,0.1
ViT,n04200800,n03891332,False,1,shoe_shop,parking_meter,1096,0.1
ViT,n04200800,n03908618,False,1,shoe_shop,pencil_box,1096,0.1
ViT,n04200800,n03908714,False,1,shoe_shop,pencil_sharpener,1096,0.1
ViT,n04200800,n03937543,False,1,shoe_shop,pill_bottle,1096,0.1
ViT,n04200800,n03938244,False,1,shoe_shop,pillow,1096,0.1
ViT,n04200800,n03956157,True,1,shoe_shop,planetarium,1096,0.1
ViT,n04200800,n03961711,True,1,shoe_shop,plate_rack,1096,0.1
ViT,n04200800,n04033901,False,1,shoe_shop,quill,1096,0.1
CNN,n03742115,n04579145,False,1,medicine_chest,whiskey_jug,1884,0.1
CNN,n03742115,n04584207,False,1,medicine_chest,wig,1884,0.1
CNN,n03742115,n04596742,False,1,medicine_chest,wok,1884,0.1
CNN,n03742115,n06359193,False,1,medicine_chest,web_site,1884,0.1
CNN,n03742115,n06596364,False,1,medicine_chest,comic_book,1884,0.1
ViT,n04200800,n03838899,False,1,shoe_shop,oboe,1096,0.1
ViT,n04200800,n03854065,False,1,shoe_shop,organ,1096,0.1
ViT,n04200800,n03887697,False,1,shoe_shop,paper_towel,1096,0.1
CNN,n03770439,n01698640,False,1,miniskirt,American_alligator,1858,0.1
CNN,n03770439,n01728572,False,1,miniskirt,thunder_snake,1858,0.1
CNN,n03742115,n04456115,False,1,medicine_chest,torch,1884,0.1
CNN,n03742115,n04485082,False,1,medicine_chest,tripod,1884,0.1
CNN,n03742115,n04507155,False,1,medicine_chest,umbrella,1884,0.1
CNN,n03742115,n04522168,False,1,medicine_chest,vase,1884,0.1
CNN,n03742115,n04532670,False,1,medicine_chest,viaduct,1884,0.1
CNN,n03742115,n04548362,False,1,medicine_chest,wallet,1884,0.1
ViT,n04200800,n04154565,False,1,shoe_shop,screwdriver,1096,0.1
ViT,n04200800,n04204238,False,1,shoe_shop,shopping_basket,1096,0.1
ViT,n04200800,n04208210,False,1,shoe_shop,shovel,1096,0.1
ViT,n04200800,n04235860,False,1,shoe_shop,sleeping_bag,1096,0.1
ViT,n04200800,n04251144,False,1,shoe_shop,snorkel,1096,0.1
ViT,n04200800,n04325704,False,1,shoe_shop,stole,1096,0.1
ViT,n04200800,n04336792,False,1,shoe_shop,stretcher,1096,0.1
CNN,n03742115,n03297495,False,1,medicine_chest,espresso_maker,1884,0.1
CNN,n03742115,n03759954,False,1,medicine_chest,microphone,1884,0.1
CNN,n03742115,n03770439,False,1,medicine_chest,miniskirt,1884,0.1
CNN,n03742115,n03785016,False,1,medicine_chest,moped,1884,0.1
CNN,n03742115,n03873416,False,1,medicine_chest,paddle,1884,0.1
ViT,n04200800,n04116512,False,1,shoe_shop,rubber_eraser,1096,0.1
ViT,n04200800,n04120489,False,1,shoe_shop,running_shoe,1096,0.1
ViT,n04200800,n04141076,False,1,shoe_shop,sax,1096,0.1
ViT,n04200800,n04153751,False,1,shoe_shop,screw,1096,0.1
CNN,n03742115,n04081281,False,1,medicine_chest,restaurant,1884,0.1
CNN,n03742115,n04111531,False,1,medicine_chest,rotisserie,1884,0.1
CNN,n03742115,n04116512,False,1,medicine_chest,rubber_eraser,1884,0.1
CNN,n03742115,n04127249,False,1,medicine_chest,safety_pin,1884,0.1
CNN,n03742115,n04131690,False,1,medicine_chest,saltshaker,1884,0.1
CNN,n03742115,n03627232,False,1,medicine_chest,knot,1884,0.1
CNN,n03742115,n03676483,False,1,medicine_chest,lipstick,1884,0.1
CNN,n03742115,n03710193,False,1,medicine_chest,mailbox,1884,0.1
CNN,n03742115,n04398044,False,1,medicine_chest,teapot,1884,0.1
CNN,n03742115,n04409515,False,1,medicine_chest,tennis_ball,1884,0.1
CNN,n03742115,n04417672,False,1,medicine_chest,thatch,1884,0.1
CNN,n03742115,n03891332,False,1,medicine_chest,parking_meter,1884,0.1
CNN,n03742115,n03976657,False,1,medicine_chest,pole,1884,0.1
CNN,n03742115,n04004767,False,1,medicine_chest,printer,1884,0.1
CNN,n03742115,n04037443,False,1,medicine_chest,racer,1884,0.1
CNN,n03742115,n04040759,False,1,medicine_chest,radiator,1884,0.1
ViT,n04200800,n04442312,False,1,shoe_shop,toaster,1096,0.1
ViT,n04200800,n04465501,False,1,shoe_shop,tractor,1096,0.1
ViT,n04200800,n04476259,False,1,shoe_shop,tray,1096,0.1
ViT,n04200800,n04487394,False,1,shoe_shop,trombone,1096,0.1
ViT,n04200800,n04505470,False,1,shoe_shop,typewriter_keyboard,1096,0.1
ViT,n04200800,n04509417,False,1,shoe_shop,unicycle,1096,0.1
ViT,n04200800,n04522168,False,1,shoe_shop,vase,1096,0.1
CNN,n03742115,n02672831,False,1,medicine_chest,accordion,1884,0.1
CNN,n03742115,n03095699,False,1,medicine_chest,container_ship,1884,0.1
CNN,n03742115,n03127747,False,1,medicine_chest,crash_helmet,1884,0.1
CNN,n03742115,n03131574,True,1,medicine_chest,crib,1884,0.1
ViT,n04200800,n04344873,False,1,shoe_shop,studio_couch,1096,0.1
ViT,n04200800,n04355933,False,1,shoe_shop,sunglass,1096,0.1
ViT,n04200800,n04371430,False,1,shoe_shop,swimming_trunks,1096,0.1
ViT,n04200800,n04380533,False,1,shoe_shop,table_lamp,1096,0.1
ViT,n04200800,n04404412,False,1,shoe_shop,television,1096,0.1
CNN,n03742115,n03535780,False,1,medicine_chest,horizontal_bar,1884,0.1
CNN,n03742115,n03544143,False,1,medicine_chest,hourglass,1884,0.1
CNN,n03742115,n02917067,False,1,medicine_chest,bullet_train,1884,0.1
CNN,n03742115,n02963159,False,1,medicine_chest,cardigan,1884,0.1
CNN,n03742115,n03000247,False,1,medicine_chest,chain_mail,1884,0.1
CNN,n03742115,n03042490,False,1,medicine_chest,cliff_dwelling,1884,0.1
CNN,n03742115,n03045698,False,1,medicine_chest,cloak,1884,0.1
CNN,n03742115,n03075370,False,1,medicine_chest,combination_lock,1884,0.1
CNN,n03742115,n03344393,False,1,medicine_chest,fireboat,1884,0.1
CNN,n03742115,n03345487,False,1,medicine_chest,fire_engine,1884,0.1
CNN,n03742115,n03404251,False,1,medicine_chest,fur_coat,1884,0.1
CNN,n03742115,n03417042,False,1,medicine_chest,garbage_truck,1884,0.1
CNN,n03742115,n03447721,False,1,medicine_chest,gong,1884,0.1
CNN,n03742115,n03478589,False,1,medicine_chest,half_track,1884,0.1
CNN,n03742115,n03529860,False,1,medicine_chest,home_theater,1884,0.1
CNN,n03742115,n03534580,False,1,medicine_chest,hoopskirt,1884,0.1
CNN,n03742115,n01518878,False,1,medicine_chest,ostrich,1884,0.1
CNN,n03742115,n01770393,False,1,medicine_chest,scorpion,1884,0.1
CNN,n03742115,n02074367,False,1,medicine_chest,dugong,1884,0.1
CNN,n03742115,n02085936,False,1,medicine_chest,Maltese_dog,1884,0.1
CNN,n03742115,n02093647,False,1,medicine_chest,Bedlington_terrier,1884,0.1
CNN,n03742115,n02483362,False,1,medicine_chest,gibbon,1884,0.1
CNN,n03742115,n02484975,False,1,medicine_chest,guenon,1884,0.1
CNN,n03742115,n02486410,False,1,medicine_chest,baboon,1884,0.1
ViT,n04200800,n09193705,False,1,shoe_shop,alp,1096,0.1
ViT,n04200800,n10565667,False,1,shoe_shop,scuba_diver,1096,0.1
ViT,n04200800,n13044778,False,1,shoe_shop,earthstar,1096,0.1
ViT,n04200800,n13052670,False,1,shoe_shop,hen-of-the-woods,1096,0.1
ViT,n04200800,n15075141,False,1,shoe_shop,toilet_tissue,1096,0.1
ViT,n04208210,n01558993,False,1,shovel,robin,1205,0.1
ViT,n04208210,n01630670,False,1,shovel,common_newt,1205,0.1
CNN,n03710637,n12267677,False,1,maillot,acorn,2105,0.0
CNN,n03742115,n02834397,False,1,medicine_chest,bib,1884,0.1
CNN,n03742115,n02877765,False,1,medicine_chest,bottlecap,1884,0.1
CNN,n03742115,n02892767,False,1,medicine_chest,brassiere,1884,0.1
ViT,n04200800,n04550184,False,1,shoe_shop,wardrobe,1096,0.1
ViT,n04200800,n04560804,False,1,shoe_shop,water_jug,1096,0.1
ViT,n04200800,n04584207,False,1,shoe_shop,wig,1096,0.1
ViT,n04200800,n07565083,False,1,shoe_shop,menu,1096,0.1
ViT,n04200800,n07613480,False,1,shoe_shop,trifle,1096,0.1
CNN,n03742115,n02676566,False,1,medicine_chest,acoustic_guitar,1884,0.1
CNN,n03742115,n02708093,False,1,medicine_chest,analog_clock,1884,0.1
CNN,n03742115,n02776631,False,1,medicine_chest,bakery,1884,0.1
CNN,n03742115,n02777292,False,1,medicine_chest,balance_beam,1884,0.1
CNN,n03742115,n02783161,False,1,medicine_chest,ballpoint,1884,0.1
CNN,n03742115,n02791124,True,1,medicine_chest,barber_chair,1884,0.1
CNN,n03742115,n02797295,False,1,medicine_chest,barrow,1884,0.1
CNN,n03742115,n02814860,False,1,medicine_chest,beacon,1884,0.1
CNN,n03710637,n04435653,False,1,maillot,tile_roof,2105,0.0
CNN,n03710637,n04482393,False,1,maillot,tricycle,2105,0.0
CNN,n03710637,n04485082,False,1,maillot,tripod,2105,0.0
CNN,n03710637,n04517823,False,1,maillot,vacuum,2105,0.0
CNN,n03710637,n04550184,False,1,maillot,wardrobe,2105,0.0
CNN,n03710637,n04606251,False,1,maillot,wreck,2105,0.0
CNN,n03710637,n07613480,False,1,maillot,trifle,2105,0.0
CNN,n03710637,n07711569,False,1,maillot,mashed_potato,2105,0.0
ViT,n04208210,n02093991,False,1,shovel,Irish_terrier,1205,0.1
ViT,n04208210,n02094114,False,1,shovel,Norfolk_terrier,1205,0.1
ViT,n04208210,n02096437,False,1,shovel,Dandie_Dinmont,1205,0.1
ViT,n04208210,n02097298,False,1,shovel,Scotch_terrier,1205,0.1
ViT,n04208210,n02097474,False,1,shovel,Tibetan_terrier,1205,0.1
ViT,n04208210,n02100236,False,1,shovel,German_short-haired_pointer,1205,0.1
ViT,n04208210,n02102040,False,1,shovel,English_springer,1205,0.1
CNN,n03710637,n04380533,False,1,maillot,table_lamp,2105,0.0
ViT,n04208210,n01871265,False,1,shovel,tusker,1205,0.1
ViT,n04208210,n01944390,False,1,shovel,snail,1205,0.1
ViT,n04208210,n01950731,False,1,shovel,sea_slug,1205,0.1
ViT,n04208210,n01968897,False,1,shovel,chambered_nautilus,1205,0.1
ViT,n04208210,n01986214,False,1,shovel,hermit_crab,1205,0.1
ViT,n04208210,n02012849,False,1,shovel,crane,1205,0.1
ViT,n04208210,n02074367,False,1,shovel,dugong,1205,0.1
ViT,n04208210,n02085936,False,1,shovel,Maltese_dog,1205,0.1
CNN,n03742115,n02490219,False,1,medicine_chest,marmoset,1884,0.1
ViT,n04208210,n01692333,False,1,shovel,Gila_monster,1205,0.1
ViT,n04208210,n01698640,False,1,shovel,American_alligator,1205,0.1
ViT,n04208210,n01737021,False,1,shovel,water_snake,1205,0.1
ViT,n04208210,n01755581,False,1,shovel,diamondback,1205,0.1
ViT,n04208210,n01774384,False,1,shovel,black_widow,1205,0.1
ViT,n04208210,n01775062,False,1,shovel,wolf_spider,1205,0.1
ViT,n04208210,n01784675,False,1,shovel,centipede,1205,0.1
ViT,n04208210,n02443484,False,1,shovel,black-footed_ferret,1205,0.1
ViT,n04208210,n02447366,False,1,shovel,badger,1205,0.1
CNN,n03710637,n03992509,False,1,maillot,potter's_wheel,2105,0.0
CNN,n03710637,n04033901,False,1,maillot,quill,2105,0.0
CNN,n03710637,n04037443,False,1,maillot,racer,2105,0.0
CNN,n03710637,n04086273,False,1,maillot,revolver,2105,0.0
CNN,n03710637,n04153751,False,1,maillot,screw,2105,0.0
CNN,n03710637,n04154565,False,1,maillot,screwdriver,2105,0.0
ViT,n04208210,n02356798,False,1,shovel,fox_squirrel,1205,0.1
ViT,n04208210,n02391049,False,1,shovel,zebra,1205,0.1
ViT,n04208210,n02403003,False,1,shovel,ox,1205,0.1
ViT,n04208210,n02408429,False,1,shovel,water_buffalo,1205,0.1
ViT,n04208210,n02437616,False,1,shovel,llama,1205,0.1
ViT,n04208210,n02441942,False,1,shovel,weasel,1205,0.1
ViT,n04208210,n02442845,False,1,shovel,mink,1205,0.1
ViT,n04208210,n02443114,False,1,shovel,polecat,1205,0.1
ViT,n04208210,n02133161,False,1,shovel,American_black_bear,1205,0.1
ViT,n04208210,n02138441,False,1,shovel,meerkat,1205,0.1
ViT,n04208210,n02169497,False,1,shovel,leaf_beetle,1205,0.1
ViT,n04208210,n02233338,False,1,shovel,cockroach,1205,0.1
ViT,n04208210,n02259212,False,1,shovel,leafhopper,1205,0.1
ViT,n04208210,n02264363,False,1,shovel,lacewing,1205,0.1
ViT,n04208210,n02321529,False,1,shovel,sea_cucumber,1205,0.1
ViT,n04208210,n02328150,False,1,shovel,Angora,1205,0.1
CNN,n03710637,n07715103,False,1,maillot,cauliflower,2105,0.0
CNN,n03710637,n07932039,False,1,maillot,eggnog,2105,0.0
ViT,n04208210,n02106662,False,1,shovel,German_shepherd,1205,0.1
ViT,n04208210,n02110958,False,1,shovel,pug,1205,0.1
ViT,n04208210,n02111500,False,1,shovel,Great_Pyrenees,1205,0.1
ViT,n04208210,n02123394,False,1,shovel,Persian_cat,1205,0.1
ViT,n04208210,n02125311,False,1,shovel,cougar,1205,0.1
ViT,n04208210,n02128385,False,1,shovel,leopard,1205,0.1
CNN,n03710637,n03743016,False,1,maillot,megalith,2105,0.0
CNN,n03710637,n03759954,False,1,maillot,microphone,2105,0.0
CNN,n03710637,n03773504,False,1,maillot,missile,2105,0.0
CNN,n03710637,n03785016,False,1,maillot,moped,2105,0.0
CNN,n03710637,n03791053,False,1,maillot,motor_scooter,2105,0.0
CNN,n03710637,n03814639,False,1,maillot,neck_brace,2105,0.0
CNN,n03710637,n03840681,False,1,maillot,ocarina,2105,0.0
CNN,n03710637,n03874293,False,1,maillot,paddlewheel,2105,0.0
ViT,n04208210,n02795169,False,1,shovel,barrel,1205,0.1
ViT,n04208210,n02814860,False,1,shovel,beacon,1205,0.1
ViT,n04208210,n02825657,False,1,shovel,bell_cote,1205,0.1
ViT,n04208210,n02841315,False,1,shovel,binoculars,1205,0.1
ViT,n04208210,n02859443,False,1,shovel,boathouse,1205,0.1
ViT,n04208210,n02869837,False,1,shovel,bonnet,1205,0.1
ViT,n04208210,n02892767,False,1,shovel,brassiere,1205,0.1
CNN,n03710637,n03742115,False,1,maillot,medicine_chest,2105,0.0
ViT,n04208210,n02640242,False,1,shovel,sturgeon,1205,0.1
ViT,n04208210,n02641379,False,1,shovel,gar,1205,0.1
ViT,n04208210,n02672831,False,1,shovel,accordion,1205,0.1
ViT,n04208210,n02699494,False,1,shovel,altar,1205,0.1
ViT,n04208210,n02701002,False,1,shovel,ambulance,1205,0.1
ViT,n04208210,n02749479,False,1,shovel,assault_rifle,1205,0.1
ViT,n04208210,n02787622,False,1,shovel,banjo,1205,0.1
ViT,n04208210,n02791124,False,1,shovel,barber_chair,1205,0.1
CNN,n03710637,n04208210,False,1,maillot,shovel,2105,0.0
CNN,n03710637,n04209133,True,1,maillot,shower_cap,2105,0.0
CNN,n03710637,n04235860,False,1,maillot,sleeping_bag,2105,0.0
CNN,n03710637,n04254777,True,1,maillot,sock,2105,0.0
CNN,n03710637,n04266014,False,1,maillot,space_shuttle,2105,0.0
CNN,n03710637,n04273569,False,1,maillot,speedboat,2105,0.0
CNN,n03710637,n04344873,False,1,maillot,studio_couch,2105,0.0
CNN,n03710637,n04357314,False,1,maillot,sunscreen,2105,0.0
ViT,n04208210,n03089624,False,1,shovel,confectionery,1205,0.1
ViT,n04208210,n03240683,False,1,shovel,drilling_platform,1205,0.1
CNN,n03710637,n02909870,False,1,maillot,bucket,2105,0.0
CNN,n03710637,n02916936,False,1,maillot,bulletproof_vest,2105,0.0
CNN,n03710637,n02939185,False,1,maillot,caldron,2105,0.0
CNN,n03710637,n02948072,False,1,maillot,candle,2105,0.0
CNN,n03710637,n02963159,True,1,maillot,cardigan,2105,0.0
CNN,n03710637,n03000684,False,1,maillot,chain_saw,2105,0.0
CNN,n03710637,n03721384,False,1,maillot,marimba,2105,0.0
ViT,n04208210,n02910353,False,1,shovel,buckle,1205,0.1
ViT,n04208210,n02916936,False,1,shovel,bulletproof_vest,1205,0.1
ViT,n04208210,n02948072,False,1,shovel,candle,1205,0.1
ViT,n04208210,n02963159,False,1,shovel,cardigan,1205,0.1
ViT,n04208210,n03014705,False,1,shovel,chest,1205,0.1
ViT,n04208210,n03026506,False,1,shovel,Christmas_stocking,1205,0.1
ViT,n04208210,n03062245,False,1,shovel,cocktail_shaker,1205,0.1
CNN,n03710637,n03379051,True,1,maillot,football_helmet,2105,0.0
CNN,n03710637,n03452741,False,1,maillot,grand_piano,2105,0.0
CNN,n03710637,n03481172,False,1,maillot,hammer,2105,0.0
CNN,n03710637,n03494278,False,1,maillot,harmonica,2105,0.0
CNN,n03710637,n03530642,False,1,maillot,honeycomb,2105,0.0
CNN,n03710637,n03642806,False,1,maillot,laptop,2105,0.0
CNN,n03710637,n03692522,False,1,maillot,loupe,2105,0.0
CNN,n03710637,n03720891,False,1,maillot,maraca,2105,0.0
CNN,n03710637,n03884397,False,1,maillot,panpipe,2105,0.0
CNN,n03710637,n03891332,False,1,maillot,parking_meter,2105,0.0
CNN,n03710637,n03916031,False,1,maillot,perfume,2105,0.0
CNN,n03710637,n03942813,False,1,maillot,ping-pong_ball,2105,0.0
CNN,n03710637,n03954731,False,1,maillot,plane,2105,0.0
CNN,n03710637,n03961711,False,1,maillot,plate_rack,2105,0.0
CNN,n03710637,n03970156,False,1,maillot,plunger,2105,0.0
CNN,n03710637,n03976657,False,1,maillot,pole,2105,0.0
CNN,n03710637,n02494079,False,1,maillot,squirrel_monkey,2105,0.0
CNN,n03710637,n02504013,False,1,maillot,Indian_elephant,2105,0.0
CNN,n03710637,n02526121,False,1,maillot,eel,2105,0.0
CNN,n03710637,n02676566,False,1,maillot,acoustic_guitar,2105,0.0
CNN,n03710637,n02749479,False,1,maillot,assault_rifle,2105,0.0
CNN,n03710637,n02782093,False,1,maillot,balloon,2105,0.0
CNN,n03710637,n02786058,False,1,maillot,Band_Aid,2105,0.0
CNN,n03710637,n02790996,False,1,maillot,barbell,2105,0.0
ViT,n04208210,n03447447,False,1,shovel,gondola,1205,0.1
ViT,n04208210,n03457902,False,1,shovel,greenhouse,1205,0.1
ViT,n04208210,n03476991,False,1,shovel,hair_spray,1205,0.1
ViT,n04208210,n03481172,True,1,shovel,hammer,1205,0.1
ViT,n04208210,n03485794,False,1,shovel,handkerchief,1205,0.1
ViT,n04208210,n03496892,False,1,shovel,harvester,1205,0.1
ViT,n04208210,n03534580,False,1,shovel,hoopskirt,1205,0.1
CNN,n03710637,n02492660,False,1,maillot,howler_monkey,2105,0.0
ViT,n04208210,n03347037,False,1,shovel,fire_screen,1205,0.1
ViT,n04208210,n03384352,False,1,shovel,forklift,1205,0.1
ViT,n04208210,n03388183,True,1,shovel,fountain_pen,1205,0.1
ViT,n04208210,n03388549,False,1,shovel,four-poster,1205,0.1
ViT,n04208210,n03393912,False,1,shovel,freight_car,1205,0.1
ViT,n04208210,n03424325,False,1,shovel,gasmask,1205,0.1
ViT,n04208210,n03444034,False,1,shovel,go-kart,1205,0.1
ViT,n04208210,n03445777,False,1,shovel,golf_ball,1205,0.1
CNN,n03710637,n03017168,False,1,maillot,chime,2105,0.0
CNN,n03710637,n03109150,False,1,maillot,corkscrew,2105,0.0
CNN,n03710637,n03196217,False,1,maillot,digital_clock,2105,0.0
CNN,n03710637,n03207941,False,1,maillot,dishwasher,2105,0.0
CNN,n03710637,n03218198,False,1,maillot,dogsled,2105,0.0
CNN,n03710637,n03249569,False,1,maillot,drum,2105,0.0
CNN,n03710637,n03347037,False,1,maillot,fire_screen,2105,0.0
CNN,n03710637,n03376595,False,1,maillot,folding_chair,2105,0.0
CNN,n03710637,n02119789,False,1,maillot,kit_fox,2105,0.0
CNN,n03710637,n02123394,False,1,maillot,Persian_cat,2105,0.0
CNN,n03710637,n02123597,False,1,maillot,Siamese_cat,2105,0.0
CNN,n03710637,n02134418,False,1,maillot,sloth_bear,2105,0.0
CNN,n03710637,n02206856,False,1,maillot,bee,2105,0.0
CNN,n03710637,n02231487,False,1,maillot,walking_stick,2105,0.0
CNN,n03710637,n02317335,False,1,maillot,starfish,2105,0.0
CNN,n03710637,n02321529,False,1,maillot,sea_cucumber,2105,0.0
ViT,n04208210,n03788195,False,1,shovel,mosque,1205,0.1
CNN,n03710637,n02109047,False,1,maillot,Great_Dane,2105,0.0
CNN,n03710637,n02109525,False,1,maillot,Saint_Bernard,2105,0.0
CNN,n03710637,n02111277,False,1,maillot,Newfoundland,2105,0.0
CNN,n03710637,n02112706,False,1,maillot,Brabancon_griffon,2105,0.0
CNN,n03710637,n02113799,False,1,maillot,standard_poodle,2105,0.0
CNN,n03710637,n02115641,False,1,maillot,dingo,2105,0.0
CNN,n03710637,n02117135,False,1,maillot,hyena,2105,0.0
ViT,n04208210,n03692522,False,1,shovel,loupe,1205,0.1
ViT,n04208210,n03710193,False,1,shovel,mailbox,1205,0.1
ViT,n04208210,n03769881,False,1,shovel,minibus,1205,0.1
ViT,n04208210,n03773504,False,1,shovel,missile,1205,0.1
ViT,n04208210,n03777568,False,1,shovel,Model_T,1205,0.1
ViT,n04208210,n03781244,False,1,shovel,monastery,1205,0.1
ViT,n04208210,n03786901,False,1,shovel,mortar,1205,0.1
ViT,n04208210,n03787032,False,1,shovel,mortarboard,1205,0.1
CNN,n03710637,n02802426,False,1,maillot,basketball,2105,0.0
CNN,n03710637,n02808440,False,1,maillot,bathtub,2105,0.0
CNN,n03710637,n02892201,False,1,maillot,brass,2105,0.0
CNN,n03710637,n02906734,False,1,maillot,broom,2105,0.0
ViT,n04208210,n03594734,False,1,shovel,jean,1205,0.1
ViT,n04208210,n03657121,False,1,shovel,lens_cap,1205,0.1
ViT,n04208210,n03661043,False,1,shovel,library,1205,0.1
ViT,n04208210,n03676483,False,1,shovel,lipstick,1205,0.1
CNN,n03710637,n02088466,False,1,maillot,bloodhound,2105,0.0
CNN,n03710637,n02089867,False,1,maillot,Walker_hound,2105,0.0
CNN,n03710637,n02092339,False,1,maillot,Weimaraner,2105,0.0
CNN,n03710637,n02093647,False,1,maillot,Bedlington_terrier,2105,0.0
CNN,n03710637,n02093754,False,1,maillot,Border_terrier,2105,0.0
